id,innings,over_number,runs,winning_team,final_score
1001349,1,1,6,1.0,168
1001349,1,2,13,1.0,168
1001349,1,3,19,1.0,168
1001349,1,4,27,1.0,168
1001349,1,5,43,1.0,168
1001349,1,6,47,1.0,168
1001349,1,7,53,1.0,168
1001349,1,8,61,1.0,168
1001349,1,9,67,1.0,168
1001349,1,10,75,1.0,168
1001349,1,11,78,1.0,168
1001349,1,12,89,1.0,168
1001349,1,13,93,1.0,168
1001349,1,14,100,1.0,168
1001349,1,15,116,1.0,168
1001349,1,16,129,1.0,168
1001349,1,17,139,1.0,168
1001349,1,18,148,1.0,168
1001349,1,19,154,1.0,168
1001349,1,20,168,1.0,168
1001349,2,1,5,1.0,172
1001349,2,2,15,1.0,172
1001349,2,3,22,1.0,172
1001349,2,4,46,1.0,172
1001349,2,5,51,1.0,172
1001349,2,6,62,1.0,172
1001349,2,7,67,1.0,172
1001349,2,8,73,1.0,172
1001349,2,9,80,1.0,172
1001349,2,10,88,1.0,172
1001349,2,11,93,1.0,172
1001349,2,12,98,1.0,172
1001349,2,13,107,1.0,172
1001349,2,14,120,1.0,172
1001349,2,15,127,1.0,172
1001349,2,16,140,1.0,172
1001349,2,17,151,1.0,172
1001349,2,18,157,1.0,172
1001349,2,19,163,1.0,172
1001349,2,20,172,1.0,172
1001351,1,1,7,1.0,173
1001351,1,2,17,1.0,173
1001351,1,3,18,1.0,173
1001351,1,4,30,1.0,173
1001351,1,5,38,1.0,173
1001351,1,6,60,1.0,173
1001351,1,7,64,1.0,173
1001351,1,8,67,1.0,173
1001351,1,9,74,1.0,173
1001351,1,10,80,1.0,173
1001351,1,11,95,1.0,173
1001351,1,12,103,1.0,173
1001351,1,13,111,1.0,173
1001351,1,14,119,1.0,173
1001351,1,15,125,1.0,173
1001351,1,16,134,1.0,173
1001351,1,17,144,1.0,173
1001351,1,18,159,1.0,173
1001351,1,19,166,1.0,173
1001351,1,20,173,1.0,173
1001351,2,1,5,1.0,176
1001351,2,2,22,1.0,176
1001351,2,3,27,1.0,176
1001351,2,4,33,1.0,176
1001351,2,5,41,1.0,176
1001351,2,6,45,1.0,176
1001351,2,7,51,1.0,176
1001351,2,8,62,1.0,176
1001351,2,9,66,1.0,176
1001351,2,10,74,1.0,176
1001351,2,11,83,1.0,176
1001351,2,12,88,1.0,176
1001351,2,13,95,1.0,176
1001351,2,14,110,1.0,176
1001351,2,15,115,1.0,176
1001351,2,16,122,1.0,176
1001351,2,17,126,1.0,176
1001351,2,18,138,1.0,176
1001351,2,19,160,1.0,176
1001351,2,20,176,1.0,176
1001353,1,1,1,-1.0,187
1001353,1,2,15,-1.0,187
1001353,1,3,26,-1.0,187
1001353,1,4,35,-1.0,187
1001353,1,5,53,-1.0,187
1001353,1,6,62,-1.0,187
1001353,1,7,66,-1.0,187
1001353,1,8,78,-1.0,187
1001353,1,9,81,-1.0,187
1001353,1,10,93,-1.0,187
1001353,1,11,100,-1.0,187
1001353,1,12,107,-1.0,187
1001353,1,13,124,-1.0,187
1001353,1,14,128,-1.0,187
1001353,1,15,135,-1.0,187
1001353,1,16,147,-1.0,187
1001353,1,17,167,-1.0,187
1001353,1,18,177,-1.0,187
1001353,1,19,182,-1.0,187
1001353,1,20,187,-1.0,187
1001353,2,1,8,-1.0,146
1001353,2,2,28,-1.0,146
1001353,2,3,35,-1.0,146
1001353,2,4,43,-1.0,146
1001353,2,5,50,-1.0,146
1001353,2,6,60,-1.0,146
1001353,2,7,66,-1.0,146
1001353,2,8,69,-1.0,146
1001353,2,9,75,-1.0,146
1001353,2,10,78,-1.0,146
1001353,2,11,88,-1.0,146
1001353,2,12,91,-1.0,146
1001353,2,13,99,-1.0,146
1001353,2,14,112,-1.0,146
1001353,2,15,121,-1.0,146
1001353,2,16,136,-1.0,146
1001353,2,17,140,-1.0,146
1001353,2,18,146,-1.0,146
1001353,2,19,140,-1.0,146
1001353,2,20,140,-1.0,146
1004729,1,1,3,1.0,169
1004729,1,2,15,1.0,169
1004729,1,3,18,1.0,169
1004729,1,4,32,1.0,169
1004729,1,5,54,1.0,169
1004729,1,6,63,1.0,169
1004729,1,7,67,1.0,169
1004729,1,8,71,1.0,169
1004729,1,9,81,1.0,169
1004729,1,10,87,1.0,169
1004729,1,11,94,1.0,169
1004729,1,12,97,1.0,169
1004729,1,13,107,1.0,169
1004729,1,14,110,1.0,169
1004729,1,15,122,1.0,169
1004729,1,16,131,1.0,169
1004729,1,17,141,1.0,169
1004729,1,18,150,1.0,169
1004729,1,19,160,1.0,169
1004729,1,20,169,1.0,169
1004729,2,1,5,1.0,129
1004729,2,2,6,1.0,129
1004729,2,3,10,1.0,129
1004729,2,4,18,1.0,129
1004729,2,5,24,1.0,129
1004729,2,6,26,1.0,129
1004729,2,7,30,1.0,129
1004729,2,8,43,1.0,129
1004729,2,9,51,1.0,129
1004729,2,10,64,1.0,129
1004729,2,11,69,1.0,129
1004729,2,12,82,1.0,129
1004729,2,13,91,1.0,129
1004729,2,14,105,1.0,129
1004729,2,15,113,1.0,129
1004729,2,16,116,1.0,129
1004729,2,17,123,1.0,129
1004729,2,18,125,1.0,129
1004729,2,19,128,1.0,129
1004729,2,20,129,1.0,129
1007655,1,1,2,-1.0,170
1007655,1,2,14,-1.0,170
1007655,1,3,20,-1.0,170
1007655,1,4,33,-1.0,170
1007655,1,5,33,-1.0,170
1007655,1,6,41,-1.0,170
1007655,1,7,50,-1.0,170
1007655,1,8,57,-1.0,170
1007655,1,9,67,-1.0,170
1007655,1,10,72,-1.0,170
1007655,1,11,80,-1.0,170
1007655,1,12,91,-1.0,170
1007655,1,13,98,-1.0,170
1007655,1,14,100,-1.0,170
1007655,1,15,111,-1.0,170
1007655,1,16,115,-1.0,170
1007655,1,17,130,-1.0,170
1007655,1,18,134,-1.0,170
1007655,1,19,155,-1.0,170
1007655,1,20,170,-1.0,170
1007655,2,1,8,-1.0,168
1007655,2,2,13,-1.0,168
1007655,2,3,16,-1.0,168
1007655,2,4,29,-1.0,168
1007655,2,5,39,-1.0,168
1007655,2,6,44,-1.0,168
1007655,2,7,47,-1.0,168
1007655,2,8,55,-1.0,168
1007655,2,9,60,-1.0,168
1007655,2,10,69,-1.0,168
1007655,2,11,79,-1.0,168
1007655,2,12,89,-1.0,168
1007655,2,13,92,-1.0,168
1007655,2,14,108,-1.0,168
1007655,2,15,118,-1.0,168
1007655,2,16,130,-1.0,168
1007655,2,17,142,-1.0,168
1007655,2,18,150,-1.0,168
1007655,2,19,163,-1.0,168
1007655,2,20,168,-1.0,168
1007657,1,1,5,1.0,99
1007657,1,2,11,1.0,99
1007657,1,3,15,1.0,99
1007657,1,4,25,1.0,99
1007657,1,5,28,1.0,99
1007657,1,6,35,1.0,99
1007657,1,7,37,1.0,99
1007657,1,8,46,1.0,99
1007657,1,9,47,1.0,99
1007657,1,10,52,1.0,99
1007657,1,11,57,1.0,99
1007657,1,12,57,1.0,99
1007657,1,13,68,1.0,99
1007657,1,14,73,1.0,99
1007657,1,15,76,1.0,99
1007657,1,16,81,1.0,99
1007657,1,17,84,1.0,99
1007657,1,18,86,1.0,99
1007657,1,19,90,1.0,99
1007657,1,20,99,1.0,99
1007657,2,1,2,1.0,103
1007657,2,2,7,1.0,103
1007657,2,3,10,1.0,103
1007657,2,4,18,1.0,103
1007657,2,5,28,1.0,103
1007657,2,6,37,1.0,103
1007657,2,7,45,1.0,103
1007657,2,8,55,1.0,103
1007657,2,9,61,1.0,103
1007657,2,10,74,1.0,103
1007657,2,11,84,1.0,103
1007657,2,12,93,1.0,103
1007657,2,13,99,1.0,103
1007657,2,14,103,1.0,103
1007657,2,15,99,1.0,103
1007657,2,16,99,1.0,103
1007657,2,17,99,1.0,103
1007657,2,18,99,1.0,103
1007657,2,19,99,1.0,103
1007657,2,20,99,1.0,103
1007659,1,1,0,1.0,138
1007659,1,2,4,1.0,138
1007659,1,3,20,1.0,138
1007659,1,4,23,1.0,138
1007659,1,5,27,1.0,138
1007659,1,6,29,1.0,138
1007659,1,7,34,1.0,138
1007659,1,8,39,1.0,138
1007659,1,9,49,1.0,138
1007659,1,10,53,1.0,138
1007659,1,11,61,1.0,138
1007659,1,12,69,1.0,138
1007659,1,13,78,1.0,138
1007659,1,14,85,1.0,138
1007659,1,15,87,1.0,138
1007659,1,16,93,1.0,138
1007659,1,17,95,1.0,138
1007659,1,18,111,1.0,138
1007659,1,19,122,1.0,138
1007659,1,20,138,1.0,138
1007659,2,1,1,1.0,135
1007659,2,2,11,1.0,135
1007659,2,3,19,1.0,135
1007659,2,4,32,1.0,135
1007659,2,5,38,1.0,135
1007659,2,6,40,1.0,135
1007659,2,7,43,1.0,135
1007659,2,8,51,1.0,135
1007659,2,9,58,1.0,135
1007659,2,10,59,1.0,135
1007659,2,11,62,1.0,135
1007659,2,12,71,1.0,135
1007659,2,13,74,1.0,135
1007659,2,14,88,1.0,135
1007659,2,15,91,1.0,135
1007659,2,16,97,1.0,135
1007659,2,17,104,1.0,135
1007659,2,18,107,1.0,135
1007659,2,19,118,1.0,135
1007659,2,20,135,1.0,135
1019979,1,1,4,-1.0,141
1019979,1,2,11,-1.0,141
1019979,1,3,12,-1.0,141
1019979,1,4,22,-1.0,141
1019979,1,5,30,-1.0,141
1019979,1,6,34,-1.0,141
1019979,1,7,38,-1.0,141
1019979,1,8,48,-1.0,141
1019979,1,9,60,-1.0,141
1019979,1,10,65,-1.0,141
1019979,1,11,67,-1.0,141
1019979,1,12,70,-1.0,141
1019979,1,13,75,-1.0,141
1019979,1,14,84,-1.0,141
1019979,1,15,97,-1.0,141
1019979,1,16,100,-1.0,141
1019979,1,17,114,-1.0,141
1019979,1,18,123,-1.0,141
1019979,1,19,136,-1.0,141
1019979,1,20,141,-1.0,141
1019979,2,1,8,-1.0,143
1019979,2,2,17,-1.0,143
1019979,2,3,28,-1.0,143
1019979,2,4,30,-1.0,143
1019979,2,5,34,-1.0,143
1019979,2,6,43,-1.0,143
1019979,2,7,47,-1.0,143
1019979,2,8,51,-1.0,143
1019979,2,9,57,-1.0,143
1019979,2,10,61,-1.0,143
1019979,2,11,71,-1.0,143
1019979,2,12,76,-1.0,143
1019979,2,13,81,-1.0,143
1019979,2,14,93,-1.0,143
1019979,2,15,108,-1.0,143
1019979,2,16,125,-1.0,143
1019979,2,17,130,-1.0,143
1019979,2,18,143,-1.0,143
1019979,2,19,130,-1.0,143
1019979,2,20,130,-1.0,143
1019981,1,1,8,-1.0,195
1019981,1,2,20,-1.0,195
1019981,1,3,30,-1.0,195
1019981,1,4,40,-1.0,195
1019981,1,5,42,-1.0,195
1019981,1,6,49,-1.0,195
1019981,1,7,55,-1.0,195
1019981,1,8,70,-1.0,195
1019981,1,9,75,-1.0,195
1019981,1,10,87,-1.0,195
1019981,1,11,92,-1.0,195
1019981,1,12,107,-1.0,195
1019981,1,13,135,-1.0,195
1019981,1,14,145,-1.0,195
1019981,1,15,153,-1.0,195
1019981,1,16,163,-1.0,195
1019981,1,17,171,-1.0,195
1019981,1,18,179,-1.0,195
1019981,1,19,190,-1.0,195
1019981,1,20,195,-1.0,195
1019981,2,1,2,-1.0,148
1019981,2,2,13,-1.0,148
1019981,2,3,24,-1.0,148
1019981,2,4,36,-1.0,148
1019981,2,5,41,-1.0,148
1019981,2,6,48,-1.0,148
1019981,2,7,64,-1.0,148
1019981,2,8,66,-1.0,148
1019981,2,9,87,-1.0,148
1019981,2,10,93,-1.0,148
1019981,2,11,108,-1.0,148
1019981,2,12,116,-1.0,148
1019981,2,13,118,-1.0,148
1019981,2,14,123,-1.0,148
1019981,2,15,136,-1.0,148
1019981,2,16,142,-1.0,148
1019981,2,17,147,-1.0,148
1019981,2,18,148,-1.0,148
1019981,2,19,148,-1.0,148
1019981,2,20,148,-1.0,148
1019983,1,1,9,-1.0,194
1019983,1,2,13,-1.0,194
1019983,1,3,19,-1.0,194
1019983,1,4,30,-1.0,194
1019983,1,5,36,-1.0,194
1019983,1,6,41,-1.0,194
1019983,1,7,44,-1.0,194
1019983,1,8,46,-1.0,194
1019983,1,9,50,-1.0,194
1019983,1,10,55,-1.0,194
1019983,1,11,67,-1.0,194
1019983,1,12,79,-1.0,194
1019983,1,13,91,-1.0,194
1019983,1,14,103,-1.0,194
1019983,1,15,125,-1.0,194
1019983,1,16,129,-1.0,194
1019983,1,17,150,-1.0,194
1019983,1,18,165,-1.0,194
1019983,1,19,177,-1.0,194
1019983,1,20,194,-1.0,194
1019983,2,1,11,-1.0,167
1019983,2,2,15,-1.0,167
1019983,2,3,26,-1.0,167
1019983,2,4,37,-1.0,167
1019983,2,5,52,-1.0,167
1019983,2,6,69,-1.0,167
1019983,2,7,75,-1.0,167
1019983,2,8,80,-1.0,167
1019983,2,9,84,-1.0,167
1019983,2,10,89,-1.0,167
1019983,2,11,95,-1.0,167
1019983,2,12,99,-1.0,167
1019983,2,13,105,-1.0,167
1019983,2,14,120,-1.0,167
1019983,2,15,123,-1.0,167
1019983,2,16,125,-1.0,167
1019983,2,17,134,-1.0,167
1019983,2,18,146,-1.0,167
1019983,2,19,160,-1.0,167
1019983,2,20,167,-1.0,167
1020029,1,1,5,1.0,185
1020029,1,2,14,1.0,185
1020029,1,3,15,1.0,185
1020029,1,4,25,1.0,185
1020029,1,5,42,1.0,185
1020029,1,6,56,1.0,185
1020029,1,7,61,1.0,185
1020029,1,8,71,1.0,185
1020029,1,9,87,1.0,185
1020029,1,10,98,1.0,185
1020029,1,11,102,1.0,185
1020029,1,12,107,1.0,185
1020029,1,13,118,1.0,185
1020029,1,14,127,1.0,185
1020029,1,15,139,1.0,185
1020029,1,16,146,1.0,185
1020029,1,17,157,1.0,185
1020029,1,18,171,1.0,185
1020029,1,19,173,1.0,185
1020029,1,20,185,1.0,185
1020029,2,1,5,1.0,107
1020029,2,2,10,1.0,107
1020029,2,3,10,1.0,107
1020029,2,4,19,1.0,107
1020029,2,5,24,1.0,107
1020029,2,6,34,1.0,107
1020029,2,7,40,1.0,107
1020029,2,8,50,1.0,107
1020029,2,9,54,1.0,107
1020029,2,10,59,1.0,107
1020029,2,11,60,1.0,107
1020029,2,12,68,1.0,107
1020029,2,13,82,1.0,107
1020029,2,14,102,1.0,107
1020029,2,15,107,1.0,107
1020029,2,16,102,1.0,107
1020029,2,17,102,1.0,107
1020029,2,18,102,1.0,107
1020029,2,19,102,1.0,107
1020029,2,20,102,1.0,107
1031431,1,1,7,-1.0,142
1031431,1,2,18,-1.0,142
1031431,1,3,26,-1.0,142
1031431,1,4,32,-1.0,142
1031431,1,5,33,-1.0,142
1031431,1,6,43,-1.0,142
1031431,1,7,47,-1.0,142
1031431,1,8,53,-1.0,142
1031431,1,9,55,-1.0,142
1031431,1,10,62,-1.0,142
1031431,1,11,68,-1.0,142
1031431,1,12,73,-1.0,142
1031431,1,13,78,-1.0,142
1031431,1,14,84,-1.0,142
1031431,1,15,93,-1.0,142
1031431,1,16,102,-1.0,142
1031431,1,17,112,-1.0,142
1031431,1,18,116,-1.0,142
1031431,1,19,131,-1.0,142
1031431,1,20,142,-1.0,142
1031431,2,1,4,-1.0,143
1031431,2,2,12,-1.0,143
1031431,2,3,22,-1.0,143
1031431,2,4,45,-1.0,143
1031431,2,5,51,-1.0,143
1031431,2,6,59,-1.0,143
1031431,2,7,64,-1.0,143
1031431,2,8,76,-1.0,143
1031431,2,9,85,-1.0,143
1031431,2,10,97,-1.0,143
1031431,2,11,104,-1.0,143
1031431,2,12,112,-1.0,143
1031431,2,13,129,-1.0,143
1031431,2,14,138,-1.0,143
1031431,2,15,143,-1.0,143
1031431,2,16,138,-1.0,143
1031431,2,17,138,-1.0,143
1031431,2,18,138,-1.0,143
1031431,2,19,138,-1.0,143
1031431,2,20,138,-1.0,143
1031433,1,1,8,1.0,174
1031433,1,2,20,1.0,174
1031433,1,3,23,1.0,174
1031433,1,4,27,1.0,174
1031433,1,5,30,1.0,174
1031433,1,6,45,1.0,174
1031433,1,7,55,1.0,174
1031433,1,8,60,1.0,174
1031433,1,9,63,1.0,174
1031433,1,10,84,1.0,174
1031433,1,11,96,1.0,174
1031433,1,12,100,1.0,174
1031433,1,13,113,1.0,174
1031433,1,14,120,1.0,174
1031433,1,15,130,1.0,174
1031433,1,16,136,1.0,174
1031433,1,17,144,1.0,174
1031433,1,18,156,1.0,174
1031433,1,19,164,1.0,174
1031433,1,20,174,1.0,174
1031433,2,1,5,1.0,171
1031433,2,2,15,1.0,171
1031433,2,3,31,1.0,171
1031433,2,4,35,1.0,171
1031433,2,5,45,1.0,171
1031433,2,6,51,1.0,171
1031433,2,7,55,1.0,171
1031433,2,8,68,1.0,171
1031433,2,9,80,1.0,171
1031433,2,10,92,1.0,171
1031433,2,11,102,1.0,171
1031433,2,12,116,1.0,171
1031433,2,13,124,1.0,171
1031433,2,14,127,1.0,171
1031433,2,15,133,1.0,171
1031433,2,16,135,1.0,171
1031433,2,17,146,1.0,171
1031433,2,18,154,1.0,171
1031433,2,19,163,1.0,171
1031433,2,20,171,1.0,171
1031435,1,1,4,-1.0,181
1031435,1,2,13,-1.0,181
1031435,1,3,21,-1.0,181
1031435,1,4,26,-1.0,181
1031435,1,5,39,-1.0,181
1031435,1,6,46,-1.0,181
1031435,1,7,54,-1.0,181
1031435,1,8,65,-1.0,181
1031435,1,9,73,-1.0,181
1031435,1,10,88,-1.0,181
1031435,1,11,99,-1.0,181
1031435,1,12,116,-1.0,181
1031435,1,13,123,-1.0,181
1031435,1,14,134,-1.0,181
1031435,1,15,139,-1.0,181
1031435,1,16,149,-1.0,181
1031435,1,17,160,-1.0,181
1031435,1,18,166,-1.0,181
1031435,1,19,179,-1.0,181
1031435,1,20,181,-1.0,181
1031435,2,1,8,-1.0,162
1031435,2,2,11,-1.0,162
1031435,2,3,13,-1.0,162
1031435,2,4,21,-1.0,162
1031435,2,5,26,-1.0,162
1031435,2,6,38,-1.0,162
1031435,2,7,47,-1.0,162
1031435,2,8,50,-1.0,162
1031435,2,9,59,-1.0,162
1031435,2,10,64,-1.0,162
1031435,2,11,82,-1.0,162
1031435,2,12,86,-1.0,162
1031435,2,13,88,-1.0,162
1031435,2,14,93,-1.0,162
1031435,2,15,111,-1.0,162
1031435,2,16,115,-1.0,162
1031435,2,17,122,-1.0,162
1031435,2,18,138,-1.0,162
1031435,2,19,145,-1.0,162
1031435,2,20,162,-1.0,162
1031665,1,1,7,-1.0,176
1031665,1,2,11,-1.0,176
1031665,1,3,24,-1.0,176
1031665,1,4,39,-1.0,176
1031665,1,5,55,-1.0,176
1031665,1,6,72,-1.0,176
1031665,1,7,80,-1.0,176
1031665,1,8,93,-1.0,176
1031665,1,9,99,-1.0,176
1031665,1,10,106,-1.0,176
1031665,1,11,116,-1.0,176
1031665,1,12,122,-1.0,176
1031665,1,13,125,-1.0,176
1031665,1,14,128,-1.0,176
1031665,1,15,138,-1.0,176
1031665,1,16,142,-1.0,176
1031665,1,17,147,-1.0,176
1031665,1,18,158,-1.0,176
1031665,1,19,167,-1.0,176
1031665,1,20,176,-1.0,176
1031665,2,1,8,-1.0,155
1031665,2,2,24,-1.0,155
1031665,2,3,43,-1.0,155
1031665,2,4,50,-1.0,155
1031665,2,5,55,-1.0,155
1031665,2,6,64,-1.0,155
1031665,2,7,68,-1.0,155
1031665,2,8,69,-1.0,155
1031665,2,9,77,-1.0,155
1031665,2,10,83,-1.0,155
1031665,2,11,94,-1.0,155
1031665,2,12,101,-1.0,155
1031665,2,13,108,-1.0,155
1031665,2,14,118,-1.0,155
1031665,2,15,124,-1.0,155
1031665,2,16,127,-1.0,155
1031665,2,17,132,-1.0,155
1031665,2,18,145,-1.0,155
1031665,2,19,151,-1.0,155
1031665,2,20,155,-1.0,155
1034825,1,1,9,1.0,147
1034825,1,2,16,1.0,147
1034825,1,3,22,1.0,147
1034825,1,4,33,1.0,147
1034825,1,5,36,1.0,147
1034825,1,6,47,1.0,147
1034825,1,7,55,1.0,147
1034825,1,8,58,1.0,147
1034825,1,9,68,1.0,147
1034825,1,10,75,1.0,147
1034825,1,11,82,1.0,147
1034825,1,12,88,1.0,147
1034825,1,13,98,1.0,147
1034825,1,14,103,1.0,147
1034825,1,15,106,1.0,147
1034825,1,16,117,1.0,147
1034825,1,17,122,1.0,147
1034825,1,18,128,1.0,147
1034825,1,19,135,1.0,147
1034825,1,20,147,1.0,147
1034825,2,1,4,1.0,148
1034825,2,2,24,1.0,148
1034825,2,3,36,1.0,148
1034825,2,4,43,1.0,148
1034825,2,5,46,1.0,148
1034825,2,6,48,1.0,148
1034825,2,7,57,1.0,148
1034825,2,8,62,1.0,148
1034825,2,9,64,1.0,148
1034825,2,10,76,1.0,148
1034825,2,11,82,1.0,148
1034825,2,12,94,1.0,148
1034825,2,13,103,1.0,148
1034825,2,14,114,1.0,148
1034825,2,15,120,1.0,148
1034825,2,16,129,1.0,148
1034825,2,17,132,1.0,148
1034825,2,18,147,1.0,148
1034825,2,19,148,1.0,148
1034825,2,20,147,1.0,148
1034827,1,1,5,-1.0,144
1034827,1,2,10,-1.0,144
1034827,1,3,15,-1.0,144
1034827,1,4,30,-1.0,144
1034827,1,5,37,-1.0,144
1034827,1,6,46,-1.0,144
1034827,1,7,54,-1.0,144
1034827,1,8,56,-1.0,144
1034827,1,9,57,-1.0,144
1034827,1,10,67,-1.0,144
1034827,1,11,72,-1.0,144
1034827,1,12,87,-1.0,144
1034827,1,13,93,-1.0,144
1034827,1,14,105,-1.0,144
1034827,1,15,108,-1.0,144
1034827,1,16,114,-1.0,144
1034827,1,17,124,-1.0,144
1034827,1,18,129,-1.0,144
1034827,1,19,139,-1.0,144
1034827,1,20,144,-1.0,144
1034827,2,1,2,-1.0,139
1034827,2,2,7,-1.0,139
1034827,2,3,22,-1.0,139
1034827,2,4,24,-1.0,139
1034827,2,5,29,-1.0,139
1034827,2,6,36,-1.0,139
1034827,2,7,44,-1.0,139
1034827,2,8,49,-1.0,139
1034827,2,9,60,-1.0,139
1034827,2,10,65,-1.0,139
1034827,2,11,69,-1.0,139
1034827,2,12,77,-1.0,139
1034827,2,13,80,-1.0,139
1034827,2,14,93,-1.0,139
1034827,2,15,104,-1.0,139
1034827,2,16,113,-1.0,139
1034827,2,17,118,-1.0,139
1034827,2,18,121,-1.0,139
1034827,2,19,137,-1.0,139
1034827,2,20,139,-1.0,139
1034829,1,1,4,-1.0,202
1034829,1,2,8,-1.0,202
1034829,1,3,17,-1.0,202
1034829,1,4,29,-1.0,202
1034829,1,5,39,-1.0,202
1034829,1,6,53,-1.0,202
1034829,1,7,64,-1.0,202
1034829,1,8,67,-1.0,202
1034829,1,9,70,-1.0,202
1034829,1,10,78,-1.0,202
1034829,1,11,84,-1.0,202
1034829,1,12,99,-1.0,202
1034829,1,13,113,-1.0,202
1034829,1,14,124,-1.0,202
1034829,1,15,132,-1.0,202
1034829,1,16,142,-1.0,202
1034829,1,17,153,-1.0,202
1034829,1,18,177,-1.0,202
1034829,1,19,186,-1.0,202
1034829,1,20,202,-1.0,202
1034829,2,1,1,-1.0,127
1034829,2,2,12,-1.0,127
1034829,2,3,25,-1.0,127
1034829,2,4,34,-1.0,127
1034829,2,5,44,-1.0,127
1034829,2,6,55,-1.0,127
1034829,2,7,56,-1.0,127
1034829,2,8,64,-1.0,127
1034829,2,9,77,-1.0,127
1034829,2,10,86,-1.0,127
1034829,2,11,92,-1.0,127
1034829,2,12,114,-1.0,127
1034829,2,13,117,-1.0,127
1034829,2,14,119,-1.0,127
1034829,2,15,123,-1.0,127
1034829,2,16,127,-1.0,127
1034829,2,17,127,-1.0,127
1034829,2,18,127,-1.0,127
1034829,2,19,127,-1.0,127
1034829,2,20,127,-1.0,127
1040485,1,1,1,-1.0,165
1040485,1,2,12,-1.0,165
1040485,1,3,20,-1.0,165
1040485,1,4,24,-1.0,165
1040485,1,5,27,-1.0,165
1040485,1,6,48,-1.0,165
1040485,1,7,61,-1.0,165
1040485,1,8,67,-1.0,165
1040485,1,9,76,-1.0,165
1040485,1,10,85,-1.0,165
1040485,1,11,94,-1.0,165
1040485,1,12,100,-1.0,165
1040485,1,13,103,-1.0,165
1040485,1,14,111,-1.0,165
1040485,1,15,114,-1.0,165
1040485,1,16,123,-1.0,165
1040485,1,17,126,-1.0,165
1040485,1,18,135,-1.0,165
1040485,1,19,153,-1.0,165
1040485,1,20,165,-1.0,165
1040485,2,1,8,-1.0,171
1040485,2,2,23,-1.0,171
1040485,2,3,31,-1.0,171
1040485,2,4,39,-1.0,171
1040485,2,5,51,-1.0,171
1040485,2,6,66,-1.0,171
1040485,2,7,76,-1.0,171
1040485,2,8,85,-1.0,171
1040485,2,9,87,-1.0,171
1040485,2,10,93,-1.0,171
1040485,2,11,106,-1.0,171
1040485,2,12,114,-1.0,171
1040485,2,13,117,-1.0,171
1040485,2,14,124,-1.0,171
1040485,2,15,132,-1.0,171
1040485,2,16,159,-1.0,171
1040485,2,17,162,-1.0,171
1040485,2,18,171,-1.0,171
1040485,2,19,162,-1.0,171
1040485,2,20,162,-1.0,171
1040487,1,1,7,-1.0,110
1040487,1,2,11,-1.0,110
1040487,1,3,12,-1.0,110
1040487,1,4,25,-1.0,110
1040487,1,5,33,-1.0,110
1040487,1,6,39,-1.0,110
1040487,1,7,53,-1.0,110
1040487,1,8,61,-1.0,110
1040487,1,9,69,-1.0,110
1040487,1,10,72,-1.0,110
1040487,1,11,82,-1.0,110
1040487,1,12,93,-1.0,110
1040487,1,13,106,-1.0,110
1040487,1,14,111,-1.0,110
1040487,1,15,123,-1.0,110
1040487,1,16,130,-1.0,110
1040487,1,17,146,-1.0,110
1040487,1,18,164,-1.0,110
1040487,1,19,175,-1.0,110
1040487,1,20,184,-1.0,110
1040487,2,1,2,-1.0,93
1040487,2,2,15,-1.0,93
1040487,2,3,31,-1.0,93
1040487,2,4,49,-1.0,93
1040487,2,5,60,-1.0,93
1040487,2,6,64,-1.0,93
1040487,2,7,68,-1.0,93
1040487,2,8,71,-1.0,93
1040487,2,9,82,-1.0,93
1040487,2,10,83,-1.0,93
1040487,2,11,93,-1.0,93
1040487,2,12,83,-1.0,93
1040487,2,13,83,-1.0,93
1040487,2,14,83,-1.0,93
1040487,2,15,83,-1.0,93
1040487,2,16,83,-1.0,93
1040487,2,17,83,-1.0,93
1040487,2,18,83,-1.0,93
1040487,2,19,83,-1.0,93
1040487,2,20,83,-1.0,93
1040489,1,1,14,-1.0,233
1040489,1,2,21,-1.0,233
1040489,1,3,26,-1.0,233
1040489,1,4,38,-1.0,233
1040489,1,5,51,-1.0,233
1040489,1,6,63,-1.0,233
1040489,1,7,72,-1.0,233
1040489,1,8,79,-1.0,233
1040489,1,9,89,-1.0,233
1040489,1,10,95,-1.0,233
1040489,1,11,108,-1.0,233
1040489,1,12,119,-1.0,233
1040489,1,13,122,-1.0,233
1040489,1,14,129,-1.0,233
1040489,1,15,145,-1.0,233
1040489,1,16,158,-1.0,233
1040489,1,17,178,-1.0,233
1040489,1,18,195,-1.0,233
1040489,1,19,210,-1.0,233
1040489,1,20,233,-1.0,233
1040489,2,1,15,-1.0,205
1040489,2,2,29,-1.0,205
1040489,2,3,39,-1.0,205
1040489,2,4,54,-1.0,205
1040489,2,5,77,-1.0,205
1040489,2,6,91,-1.0,205
1040489,2,7,98,-1.0,205
1040489,2,8,101,-1.0,205
1040489,2,9,107,-1.0,205
1040489,2,10,117,-1.0,205
1040489,2,11,129,-1.0,205
1040489,2,12,141,-1.0,205
1040489,2,13,150,-1.0,205
1040489,2,14,159,-1.0,205
1040489,2,15,163,-1.0,205
1040489,2,16,176,-1.0,205
1040489,2,17,186,-1.0,205
1040489,2,18,199,-1.0,205
1040489,2,19,204,-1.0,205
1040489,2,20,205,-1.0,205
1041615,1,1,17,1.0,245
